Data_type	names	gene	number_transitions	onset_gen	length	complete	Lineage	is_up	is_down	Condition
22G	Gene:WBGene00010336:22G:acox-1.6, F59F4.1:WAGO	acox-1.6, F59F4.1	2	16	1	1	L1	1	0	Low dose
22G	Gene:WBGene00010371:22G:H06O01.4:WAGO	H06O01.4	2	14	3	1	L1	1	0	Low dose
22G	Gene:WBGene00010397:22G:H13N06.4, suox-1:CSR	H13N06.4, suox-1	2	4	3	1	L1	1	0	Low dose
22G	Gene:WBGene00010397:22G:H13N06.4, suox-1:CSR	H13N06.4, suox-1	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00010416:22G:H25P06.1, hxk-2:CSR	H25P06.1, hxk-2	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00010434:22G:H40L08.3:WAGO	H40L08.3	2	16	1	1	L1	1	0	Low dose
22G	Gene:WBGene00010437:22G:cox-11, JC8.5:CSR	cox-11, JC8.5	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00010439:22G:JC8.7:CSR	JC8.7	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00010458:22G:K01C8.6, mrpl-10:CSR	K01C8.6, mrpl-10	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00010483:22G:K01G12.3:WAGO	K01G12.3	2	6	11	1	L1	1	0	Low dose
22G	Gene:WBGene00010489:22G:K02B7.1:WAGO	K02B7.1	2	6	13	1	L1	1	0	Low dose
22G	Gene:WBGene00010519:22G:K03A11.1:CSR	K03A11.1	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00010519:22G:K03A11.1:CSR	K03A11.1	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00010528:22G:K03D3.2:WAGO	K03D3.2	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00010555:22G:K04C1.5:CSR	K04C1.5	2	18	1	1	L1	0	1	Low dose
22G	Gene:WBGene00010582:22G:K05C4.5:CSR	K05C4.5	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00010608:22G:K07A1.1:CSR	K07A1.1	2	4	1	1	L1	0	1	Low dose
22G	Gene:WBGene00010608:22G:K07A1.1:CSR	K07A1.1	2	8	3	1	L1	0	1	Low dose
22G	Gene:WBGene00010608:22G:K07A1.1:CSR	K07A1.1	2	14	1	1	L1	0	1	Low dose
22G	Gene:WBGene00010608:22G:K07A1.1:CSR	K07A1.1	1	20	1	0	L1	0	1	Low dose
22G	Gene:WBGene00010616:22G:K07A1.10:CSR	K07A1.10	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00010624:22G:K07A12.7, mrps-15:CSR	K07A12.7, mrps-15	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00010681:22G:K08F8.1, mak-1:CSR	K08F8.1, mak-1	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00010681:22G:K08F8.1, mak-1:CSR	K08F8.1, mak-1	2	18	1	1	L1	1	0	Low dose
22G	Gene:WBGene00010690:22G:K08H2.3:WAGO	K08H2.3	2	4	1	1	L1	1	0	Low dose
22G	Gene:WBGene00010690:22G:K08H2.3:WAGO	K08H2.3	2	12	7	1	L1	1	0	Low dose
22G	Gene:WBGene00010702:22G:K09A9.4, usp-33:CSR	K09A9.4, usp-33	1	18	3	0	L1	1	0	Low dose
22G	Gene:WBGene00010704:22G:K09A11.1:WAGO	K09A11.1	2	4	15	1	L1	1	0	Low dose
22G	Gene:WBGene00010712:22G:K09B11.5:ALG, WAGO	K09B11.5	2	8	5	1	L1	1	0	Low dose
22G	Gene:WBGene00010726:22G:K09E9.3:WAGO	K09E9.3	2	6	1	1	L1	1	0	Low dose
22G	Gene:WBGene00010726:22G:K09E9.3:WAGO	K09E9.3	2	12	5	1	L1	1	0	Low dose
22G	Gene:WBGene00010735:22G:frpr-15, K10C8.2:WAGO	frpr-15, K10C8.2	2	18	1	1	L1	1	0	Low dose
22G	Gene:WBGene00010769:22G:asah-1, K11D2.2:WAGO	asah-1, K11D2.2	2	4	1	1	L1	0	1	Low dose
22G	Gene:WBGene00010779:22G:K11H3.2:ALG, WAGO	K11H3.2	2	6	1	1	L1	0	1	Low dose
22G	Gene:WBGene00010804:22G:M01E5.1:WAGO	M01E5.1	2	2	9	1	L1	1	0	Low dose
22G	Gene:WBGene00010804:22G:M01E5.1:WAGO	M01E5.1	2	14	3	1	L1	1	0	Low dose
22G	Gene:WBGene00010846:22G:M04B2.2:CSR	M04B2.2	2	16	1	1	L1	1	0	Low dose
22G	Gene:WBGene00010858:22G:M04C9.3:WAGO	M04C9.3	1	16	5	0	L1	1	0	Low dose
22G	Gene:WBGene00010875:22G:M05D6.2:CSR	M05D6.2	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00010897:22G:lact-3, M28.6:WAGO	lact-3, M28.6	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00010897:22G:lact-3, M28.6:WAGO	lact-3, M28.6	2	18	1	1	L1	1	0	Low dose
22G	Gene:WBGene00010935:22G:M163.1:WAGO	M163.1	2	6	1	1	L1	1	0	Low dose
22G	Gene:WBGene00010935:22G:M163.1:WAGO	M163.1	2	16	1	1	L1	1	0	Low dose
22G	Gene:WBGene00010941:22G:gss-1, M176.2:CSR	gss-1, M176.2	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00010986:22G:R03A10.6, sprr-1:WAGO	R03A10.6, sprr-1	1	18	3	0	L1	1	0	Low dose
22G	Gene:WBGene00011018:22G:R05A10.1:WAGO	R05A10.1	2	8	7	1	L1	1	0	Low dose
22G	Gene:WBGene00011018:22G:R05A10.1:WAGO	R05A10.1	2	18	1	1	L1	1	0	Low dose
22G	Gene:WBGene00011117:22G:R07E5.11:CSR	R07E5.11	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00011117:22G:R07E5.11:CSR	R07E5.11	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00011119:22G:mpc-1, R07E5.13:CSR	mpc-1, R07E5.13	2	4	1	1	L1	0	1	Low dose
22G	Gene:WBGene00011129:22G:R07H5.9:WAGO	R07H5.9	2	4	1	1	L1	0	1	Low dose
22G	Gene:WBGene00011139:22G:R08B4.3:WAGO	R08B4.3	2	2	1	1	L1	1	0	Low dose
22G	Gene:WBGene00011139:22G:R08B4.3:WAGO	R08B4.3	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00011139:22G:R08B4.3:WAGO	R08B4.3	2	14	5	1	L1	1	0	Low dose
22G	Gene:WBGene00011193:22G:algn-13, R10D12.12:CSR	algn-13, R10D12.12	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00011195:22G:R10D12.14, sao-1:CSR	R10D12.14, sao-1	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00011200:22G:R10E4.3:ALG, WAGO	R10E4.3	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00011216:22G:R10E11.3, usp-46:CSR	R10E11.3, usp-46	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00011221:22G:R10E12.2:CSR	R10E12.2	2	2	1	1	L1	0	1	Low dose
22G	Gene:WBGene00011221:22G:R10E12.2:CSR	R10E12.2	2	6	1	1	L1	0	1	Low dose
22G	Gene:WBGene00011221:22G:R10E12.2:CSR	R10E12.2	2	16	1	1	L1	0	1	Low dose
22G	Gene:WBGene00011235:22G:R11A5.7, suro-1:CSR	R11A5.7, suro-1	2	4	1	1	L1	0	1	Low dose
22G	Gene:WBGene00011261:22G:nphp-4, R13H4.1:WAGO	nphp-4, R13H4.1	2	4	3	1	L1	0	1	Low dose
22G	Gene:WBGene00011261:22G:nphp-4, R13H4.1:WAGO	nphp-4, R13H4.1	2	12	1	1	L1	0	1	Low dose
22G	Gene:WBGene00011306:22G:R186.3:CSR	R186.3	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00011391:22G:mrps-12, T03D8.2:CSR	mrps-12, T03D8.2	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00011431:22G:T04D3.1:CSR	T04D3.1	2	6	1	1	L1	1	0	Low dose
22G	Gene:WBGene00011434:22G:T04D3.5:CSR	T04D3.5	2	8	5	1	L1	1	0	Low dose
22G	Gene:WBGene00011434:22G:T04D3.5:CSR	T04D3.5	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00011435:22G:T04D3.8:CSR	T04D3.8	2	2	1	1	L1	1	0	Low dose
22G	Gene:WBGene00011501:22G:rmd-1, T05G5.7:CSR	rmd-1, T05G5.7	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00011528:22G:fndc-1, T06D8.7:CSR	fndc-1, T06D8.7	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00011563:22G:jmjd-4, T07C4.11:CSR	jmjd-4, T07C4.11	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00011591:22G:T07F10.5:WAGO	T07F10.5	2	6	1	1	L1	1	0	Low dose
22G	Gene:WBGene00011591:22G:T07F10.5:WAGO	T07F10.5	2	18	1	1	L1	1	0	Low dose
22G	Gene:WBGene00011600:22G:T07G12.10, zim-2:CSR	T07G12.10, zim-2	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00011613:22G:T08D2.8:CSR	T08D2.8	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00011613:22G:T08D2.8:CSR	T08D2.8	2	14	1	1	L1	1	0	Low dose
22G	Gene:WBGene00011633:22G:T09A5.4:CSR	T09A5.4	2	4	1	1	L1	0	1	Low dose
22G	Gene:WBGene00011633:22G:T09A5.4:CSR	T09A5.4	2	18	1	1	L1	0	1	Low dose
22G	Gene:WBGene00011645:22G:T09B9.4:WAGO	T09B9.4	2	12	3	1	L1	1	0	Low dose
22G	Gene:WBGene00011645:22G:T09B9.4:WAGO	T09B9.4	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00011688:22G:T10C6.6:CSR	T10C6.6	2	4	1	1	L1	0	1	Low dose
22G	Gene:WBGene00011721:22G:T11G6.7:WAGO	T11G6.7	1	20	1	0	L1	0	1	Low dose
22G	Gene:WBGene00011731:22G:acbp-5, T12D8.3:CSR	acbp-5, T12D8.3	2	2	1	1	L1	0	1	Low dose
22G	Gene:WBGene00011731:22G:acbp-5, T12D8.3:CSR	acbp-5, T12D8.3	2	8	3	1	L1	0	1	Low dose
22G	Gene:WBGene00011738:22G:T12G3.2:CSR	T12G3.2	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00011738:22G:T12G3.2:CSR	T12G3.2	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00011741:22G:T12G3.6:CSR	T12G3.6	2	6	1	1	L1	1	0	Low dose
22G	Gene:WBGene00011741:22G:T12G3.6:CSR	T12G3.6	2	16	1	1	L1	1	0	Low dose
22G	Gene:WBGene00011747:22G:sna-2, T13F2.7:CSR	sna-2, T13F2.7	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00011809:22G:T16G12.8:WAGO	T16G12.8	1	16	5	0	L1	1	0	Low dose
22G	Gene:WBGene00011820:22G:T18D3.1:CSR	T18D3.1	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00011820:22G:T18D3.1:CSR	T18D3.1	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00011890:22G:mics-1, T21C9.1:CSR	mics-1, T21C9.1	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00011897:22G:scpl-4, T21C9.12:CSR	scpl-4, T21C9.12	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00011904:22G:hlb-1, T21H8.1:CSR	hlb-1, T21H8.1	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00011930:NA:T22G5.3:unk	T22G5.3	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00011932:22G:sptl-3, T22G5.5:CSR	sptl-3, T22G5.5	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00011956:22G:T23F11.4:CSR	T23F11.4	2	2	1	1	L1	1	0	Low dose
22G	Gene:WBGene00011970:22G:rlbp-1, T23G11.5:WAGO	rlbp-1, T23G11.5	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00012002:22G:T24H10.4:CSR	T24H10.4	2	14	1	1	L1	1	0	Low dose
22G	Gene:WBGene00012061:22G:T26G10.4:WAGO	T26G10.4	2	18	1	1	L1	1	0	Low dose
22G	Gene:WBGene00012088:22G:T27E7.3:WAGO	T27E7.3	2	18	1	1	L1	0	1	Low dose
22G	Gene:WBGene00012094:22G:T27E9.2:ALG, CSR	T27E9.2	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00012098:22G:fbxb-86, T27E9.8:WAGO	fbxb-86, T27E9.8	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00012121:22G:T28C6.7:CSR	T28C6.7	2	4	1	1	L1	1	0	Low dose
22G	Gene:WBGene00012124:22G:T28D6.4:WAGO	T28D6.4	2	6	7	1	L1	1	0	Low dose
22G	Gene:WBGene00012124:22G:T28D6.4:WAGO	T28D6.4	2	16	3	1	L1	1	0	Low dose
22G	Gene:WBGene00012159:22G:VY10G11R.1:WAGO	VY10G11R.1	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00012159:22G:VY10G11R.1:WAGO	VY10G11R.1	2	14	1	1	L1	1	0	Low dose
22G	Gene:WBGene00012166:22G:nuo-6, W01A8.4:CSR	nuo-6, W01A8.4	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00012189:22G:W02A2.4:WAGO	W02A2.4	1	20	1	0	L1	0	1	Low dose
22G	Gene:WBGene00012206:22G:W02B12.11:CSR	W02B12.11	2	2	5	1	L1	0	1	Low dose
22G	Gene:WBGene00012206:22G:W02B12.11:CSR	W02B12.11	2	16	1	1	L1	0	1	Low dose
22G	Gene:WBGene00012222:22G:W03C9.6:WAGO	W03C9.6	2	4	3	1	L1	1	0	Low dose
22G	Gene:WBGene00012222:22G:W03C9.6:WAGO	W03C9.6	2	12	1	1	L1	1	0	Low dose
22G	Gene:WBGene00012236:22G:W04A8.1:CSR	W04A8.1	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00012277:22G:ccch-3, W05B10.2:CSR	ccch-3, W05B10.2	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00012289:22G:W05H12.1:WAGO	W05H12.1	2	8	7	1	L1	1	0	Low dose
22G	Gene:WBGene00012289:22G:W05H12.1:WAGO	W05H12.1	1	18	3	0	L1	1	0	Low dose
22G	Gene:WBGene00012299:22G:W06D11.1:WAGO	W06D11.1	2	4	9	1	L1	1	0	Low dose
22G	Gene:WBGene00012299:22G:W06D11.1:WAGO	W06D11.1	1	16	5	0	L1	1	0	Low dose
22G	Gene:WBGene00012317:22G:W06H12.1, ztf-6:CSR	W06H12.1, ztf-6	2	6	1	1	L1	1	0	Low dose
22G	Gene:WBGene00012317:22G:W06H12.1, ztf-6:CSR	W06H12.1, ztf-6	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00012354:22G:cox-4, W09C5.8:CSR	cox-4, W09C5.8	2	4	1	1	L1	1	0	Low dose
22G	Gene:WBGene00012355:22G:W09C5.9:WAGO	W09C5.9	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00012355:22G:W09C5.9:WAGO	W09C5.9	2	14	1	1	L1	1	0	Low dose
22G	Gene:WBGene00012355:22G:W09C5.9:WAGO	W09C5.9	1	18	3	0	L1	1	0	Low dose
22G	Gene:WBGene00012376:22G:nduf-7, W10D5.2:CSR	nduf-7, W10D5.2	2	16	1	1	L1	0	1	Low dose
22G	Gene:WBGene00012407:22G:Y7A5A.1:WAGO	Y7A5A.1	2	6	1	1	L1	1	0	Low dose
22G	Gene:WBGene00012407:22G:Y7A5A.1:WAGO	Y7A5A.1	2	12	5	1	L1	1	0	Low dose
22G	Gene:WBGene00012409:22G:Y7A5A.3:WAGO	Y7A5A.3	2	4	15	1	L1	0	1	Low dose
22G	Gene:WBGene00012463:22G:nadk-2, Y17G7B.10:CSR	nadk-2, Y17G7B.10	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00012468:22G:Y17G7B.17:CSR	Y17G7B.17	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00012469:22G:Y17G7B.18:CSR	Y17G7B.18	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00012483:22G:coa-5, Y18D10A.16:CSR	coa-5, Y18D10A.16	2	2	1	1	L1	1	0	Low dose
22G	Gene:WBGene00012483:22G:coa-5, Y18D10A.16:CSR	coa-5, Y18D10A.16	2	14	1	1	L1	1	0	Low dose
22G	Gene:WBGene00012483:22G:coa-5, Y18D10A.16:CSR	coa-5, Y18D10A.16	2	18	1	1	L1	1	0	Low dose
22G	Gene:WBGene00012486:22G:Y18D10A.21:ALG, WAGO	Y18D10A.21	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00012492:22G:fbxb-7, Y20C6A.2:WAGO	fbxb-7, Y20C6A.2	2	12	3	1	L1	1	0	Low dose
22G	Gene:WBGene00012492:22G:fbxb-7, Y20C6A.2:WAGO	fbxb-7, Y20C6A.2	2	18	1	1	L1	1	0	Low dose
22G	Gene:WBGene00012530:22G:Y32F6A.5:WAGO	Y32F6A.5	2	12	1	1	L1	0	1	Low dose
22G	Gene:WBGene00012551:22G:cec-7, Y37D8A.11:CSR	cec-7, Y37D8A.11	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00012578:22G:Y37H9A.3:CSR, WAGO	Y37H9A.3	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00012624:22G:fbxa-150, Y38H6C.11:WAGO	fbxa-150, Y38H6C.11	2	12	3	1	L1	1	0	Low dose
22G	Gene:WBGene00012639:22G:fezf-1, Y38H8A.5:WAGO	fezf-1, Y38H8A.5	2	2	15	1	L1	0	1	Low dose
22G	Gene:WBGene00012647:22G:swt-4, Y39A1A.8:CSR	swt-4, Y39A1A.8	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00012647:22G:swt-4, Y39A1A.8:CSR	swt-4, Y39A1A.8	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00012657:22G:Y39A1A.20:CSR	Y39A1A.20	2	6	1	1	L1	1	0	Low dose
22G	Gene:WBGene00012657:22G:Y39A1A.20:CSR	Y39A1A.20	2	14	1	1	L1	1	0	Low dose
22G	Gene:WBGene00012657:22G:Y39A1A.20:CSR	Y39A1A.20	1	20	1	0	L1	0	1	Low dose
22G	Gene:WBGene00012660:22G:Y39A1A.24:ALG, CSR	Y39A1A.24	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00012671:22G:Y39B6A.9:WAGO	Y39B6A.9	2	6	7	1	L1	1	0	Low dose
22G	Gene:WBGene00012671:22G:Y39B6A.9:WAGO	Y39B6A.9	2	18	1	1	L1	1	0	Low dose
22G	Gene:WBGene00012672:22G:Y39B6A.10:CSR	Y39B6A.10	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00012674:22G:bed-1, Y39B6A.12:CSR	bed-1, Y39B6A.12	2	2	1	1	L1	0	1	Low dose
22G	Gene:WBGene00012675:22G:Y39B6A.13:WAGO	Y39B6A.13	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00012693:22G:Y39B6A.34:CSR	Y39B6A.34	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00012696:22G:reps-1, Y39B6A.38:CSR	reps-1, Y39B6A.38	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00012696:22G:reps-1, Y39B6A.38:CSR	reps-1, Y39B6A.38	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00012697:22G:mrps-35, Y39B6A.39:CSR	mrps-35, Y39B6A.39	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00012699:22G:Y39B6A.41:WAGO	Y39B6A.41	2	6	1	1	L1	1	0	Low dose
22G	Gene:WBGene00012699:22G:Y39B6A.41:WAGO	Y39B6A.41	2	14	1	1	L1	1	0	Low dose
22G	Gene:WBGene00012699:22G:Y39B6A.41:WAGO	Y39B6A.41	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00012717:22G:Y39E4B.6:WAGO	Y39E4B.6	2	6	1	1	L1	1	0	Low dose
22G	Gene:WBGene00012717:22G:Y39E4B.6:WAGO	Y39E4B.6	2	12	1	1	L1	1	0	Low dose
22G	Gene:WBGene00012717:22G:Y39E4B.6:WAGO	Y39E4B.6	2	18	1	1	L1	1	0	Low dose
22G	Gene:WBGene00012721:22G:Y39E4B.13:ALG, WAGO	Y39E4B.13	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00012721:22G:Y39E4B.13:ALG, WAGO	Y39E4B.13	2	16	1	1	L1	1	0	Low dose
22G	Gene:WBGene00012758:22G:Y41C4A.12:WAGO	Y41C4A.12	2	4	1	1	L1	1	0	Low dose
22G	Gene:WBGene00012758:22G:Y41C4A.12:WAGO	Y41C4A.12	2	18	1	1	L1	1	0	Low dose
22G	Gene:WBGene00012766:22G:Y41E3.8:ALG, CSR	Y41E3.8	2	16	1	1	L1	1	0	Low dose
22G	Gene:WBGene00012796:22G:Y43F4A.1:WAGO	Y43F4A.1	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00012797:22G:Y43F4A.2:WAGO	Y43F4A.2	2	12	1	1	L1	1	0	Low dose
22G	Gene:WBGene00012797:22G:Y43F4A.2:WAGO	Y43F4A.2	2	16	3	1	L1	1	0	Low dose
22G	Gene:WBGene00012864:22G:Y45F3A.9:CSR	Y45F3A.9	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00012885:22G:iscu-1, Y45F10D.4:CSR	iscu-1, Y45F10D.4	2	2	3	1	L1	0	1	Low dose
22G	Gene:WBGene00012885:22G:iscu-1, Y45F10D.4:CSR	iscu-1, Y45F10D.4	2	12	3	1	L1	0	1	Low dose
22G	Gene:WBGene00012885:22G:iscu-1, Y45F10D.4:CSR	iscu-1, Y45F10D.4	2	18	1	1	L1	0	1	Low dose
22G	Gene:WBGene00012903:22G:vps-2, Y46G5A.12:CSR	vps-2, Y46G5A.12	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00012909:22G:spds-1, Y46G5A.19:WAGO	spds-1, Y46G5A.19	2	4	9	1	L1	1	0	Low dose
22G	Gene:WBGene00012909:22G:spds-1, Y46G5A.19:WAGO	spds-1, Y46G5A.19	2	18	1	1	L1	1	0	Low dose
22G	Gene:WBGene00012922:22G:Y47D3A.1:WAGO	Y47D3A.1	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00012922:22G:Y47D3A.1:WAGO	Y47D3A.1	2	14	1	1	L1	1	0	Low dose
22G	Gene:WBGene00012922:22G:Y47D3A.1:WAGO	Y47D3A.1	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00012927:22G:Y47D3A.14:CSR	Y47D3A.14	2	6	1	1	L1	0	1	Low dose
22G	Gene:WBGene00012953:22G:fbxa-216, Y47H9C.10:WAGO	fbxa-216, Y47H9C.10	2	2	1	1	L1	0	1	Low dose
22G	Gene:WBGene00012953:22G:fbxa-216, Y47H9C.10:WAGO	fbxa-216, Y47H9C.10	2	18	1	1	L1	1	0	Low dose
22G	Gene:WBGene00012961:22G:Y47H10A.5:WAGO	Y47H10A.5	2	2	5	1	L1	0	1	Low dose
22G	Gene:WBGene00012961:22G:Y47H10A.5:WAGO	Y47H10A.5	2	12	7	1	L1	0	1	Low dose
22G	Gene:WBGene00012981:22G:Y48B6A.10:WAGO	Y48B6A.10	2	18	1	1	L1	1	0	Low dose
22G	Gene:WBGene00012989:22G:Y48C3A.5:WAGO	Y48C3A.5	2	14	3	1	L1	0	1	Low dose
22G	Gene:WBGene00013036:22G:fbxa-218, Y49E10.17:WAGO	fbxa-218, Y49E10.17	2	4	1	1	L1	0	1	Low dose
22G	Gene:WBGene00013123:22G:Y52B11A.3:CSR	Y52B11A.3	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00013141:22G:Y53C12A.6:CSR	Y53C12A.6	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00013158:22G:Y53F4B.11:WAGO	Y53F4B.11	2	14	1	1	L1	1	0	Low dose
22G	Gene:WBGene00013241:22G:ung-1, Y56A3A.29:CSR	ung-1, Y56A3A.29	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00013340:22G:tcc-1, Y59A8A.3:CSR	tcc-1, Y59A8A.3	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00013344:22G:ebp-1, Y59A8B.7:CSR	ebp-1, Y59A8B.7	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00013345:22G:Y59A8B.8:CSR	Y59A8B.8	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00013347:22G:nova-1, Y59A8B.10:CSR	nova-1, Y59A8B.10	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00013382:22G:gcl-1, Y62E10A.16:CSR	gcl-1, Y62E10A.16	2	8	5	1	L1	1	0	Low dose
22G	Gene:WBGene00013382:22G:gcl-1, Y62E10A.16:CSR	gcl-1, Y62E10A.16	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00013404:22G:fbxb-101, Y63D3A.3:WAGO	fbxb-101, Y63D3A.3	2	4	7	1	L1	1	0	Low dose
22G	Gene:WBGene00013404:22G:fbxb-101, Y63D3A.3:WAGO	fbxb-101, Y63D3A.3	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00013406:22G:Y63D3A.7:CSR	Y63D3A.7	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00013409:22G:fbxb-56, Y63D3A.10:WAGO	fbxb-56, Y63D3A.10	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00013409:22G:fbxb-56, Y63D3A.10:WAGO	fbxb-56, Y63D3A.10	2	14	1	1	L1	1	0	Low dose
22G	Gene:WBGene00013446:22G:Y66D12A.21:WAGO	Y66D12A.21	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00013467:22G:Y68A4A.5:WAGO	Y68A4A.5	2	16	1	1	L1	0	1	Low dose
22G	Gene:WBGene00013467:22G:Y68A4A.5:WAGO	Y68A4A.5	1	20	1	0	L1	0	1	Low dose
22G	Gene:WBGene00013482:22G:Y69H2.7:CSR	Y69H2.7	2	2	1	1	L1	0	1	Low dose
22G	Gene:WBGene00013509:22G:Y71A12B.12:WAGO	Y71A12B.12	2	12	1	1	L1	1	0	Low dose
22G	Gene:WBGene00013511:22G:Y71A12B.15:WAGO	Y71A12B.15	2	6	1	1	L1	1	0	Low dose
22G	Gene:WBGene00013537:22G:Y73F8A.33:WAGO	Y73F8A.33	2	4	3	1	L1	1	0	Low dose
22G	Gene:WBGene00013537:22G:Y73F8A.33:WAGO	Y73F8A.33	1	12	9	0	L1	1	0	Low dose
22G	Gene:WBGene00013653:22G:Y105C5B.14:WAGO	Y105C5B.14	2	16	1	1	L1	1	0	Low dose
22G	Gene:WBGene00013653:22G:Y105C5B.14:WAGO	Y105C5B.14	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00013669:22G:tcab-1, Y105E8A.8:CSR	tcab-1, Y105E8A.8	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00013697:22G:dsbn-1, Y106G6A.5:WAGO	dsbn-1, Y106G6A.5	2	18	1	1	L1	1	0	Low dose
22G	Gene:WBGene00013755:22G:fbxa-115, Y113G7B.3:WAGO	fbxa-115, Y113G7B.3	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00013758:22G:fbxa-114, Y113G7B.7:CSR	fbxa-114, Y113G7B.7	1	20	1	0	L1	1	0	Low dose
