gene_name	gene	number_transitions	onset_gen	length	complete	Lineage	is_up	is_down	Condition
MIMAT0022305_1:NA:miR-5592-5p:miRNA	miRNA	1	18	3	0	C1	0	1	Control
MIMAT0022310:NA:miR-5594-3p:miRNA	miRNA	2	6	3	1	C1	0	1	Control
MIMAT0022311:NA:miR-356b-5p:miRNA	miRNA	2	4	1	1	C1	0	1	Control
MIMAT0022311:NA:miR-356b-5p:miRNA	miRNA	2	8	5	1	C1	0	1	Control
MIMAT0022311:NA:miR-356b-5p:miRNA	miRNA	2	16	3	1	C1	0	1	Control
MIMAT0022313:NA:miR-5595-5p:miRNA	miRNA	2	4	1	1	C1	0	1	Control
MIMAT0032016:NA:miR-789-5p:miRNA	miRNA	2	4	1	1	C1	0	1	Control
MIMAT0032034:NA:miR-1821-5p:miRNA	miRNA	2	6	1	1	C1	0	1	Control
MIMAT0032034:NA:miR-1821-5p:miRNA	miRNA	2	18	1	1	C1	0	1	Control
MIMAT0032794:NA:miR-8190-3p:miRNA	miRNA	2	4	1	1	C1	1	0	Control
MIMAT0032794:NA:miR-8190-3p:miRNA	miRNA	2	16	1	1	C1	1	0	Control
MIMAT0032795:NA:miR-8191-5p:miRNA	miRNA	2	2	3	1	C1	1	0	Control
MIMAT0032795:NA:miR-8191-5p:miRNA	miRNA	2	12	1	1	C1	1	0	Control
MIMAT0032795:NA:miR-8191-5p:miRNA	miRNA	2	16	1	1	C1	1	0	Control
MIMAT0032797:NA:miR-8192-5p:miRNA	miRNA	1	2	19	0	C1	0	1	Control
MIMAT0032798:NA:miR-8192-3p:miRNA	miRNA	2	6	3	1	C1	0	1	Control
MIMAT0032803:NA:miR-8195-5p:miRNA	miRNA	2	10	1	1	C1	0	1	Control
MIMAT0032804:NA:miR-8195-3p:miRNA	miRNA	1	20	1	0	C1	0	1	Control
MIMAT0032806:NA:miR-8196a-3p:miRNA	miRNA	2	2	9	1	C1	0	1	Control
MIMAT0032806:NA:miR-8196a-3p:miRNA	miRNA	1	14	7	0	C1	0	1	Control
MIMAT0032812:NA:miR-8199-3p:miRNA	miRNA	2	6	5	1	C1	0	1	Control
MIMAT0032812:NA:miR-8199-3p:miRNA	miRNA	2	16	1	1	C1	0	1	Control
MIMAT0032812:NA:miR-8199-3p:miRNA	miRNA	1	20	1	0	C1	0	1	Control
MIMAT0032815:NA:miR-8201-5p:miRNA	miRNA	2	2	13	1	C1	0	1	Control
MIMAT0032815:NA:miR-8201-5p:miRNA	miRNA	1	20	1	0	C1	0	1	Control
MIMAT0032816:NA:miR-8201-3p:miRNA	miRNA	2	4	1	1	C1	1	0	Control
MIMAT0032816:NA:miR-8201-3p:miRNA	miRNA	2	8	5	1	C1	1	0	Control
MIMAT0032816:NA:miR-8201-3p:miRNA	miRNA	2	16	3	1	C1	1	0	Control
MIMAT0032822:NA:miR-4810b-3p:miRNA	miRNA	2	6	1	1	C1	0	1	Control
MIMAT0032822:NA:miR-4810b-3p:miRNA	miRNA	2	14	5	1	C1	0	1	Control
MIMAT0032826:NA:miR-8196b-3p:miRNA	miRNA	2	2	1	1	C1	0	1	Control
MIMAT0032827:NA:miR-8205-5p:miRNA	miRNA	2	12	1	1	C1	0	1	Control
MIMAT0032832:NA:miR-8207-3p:miRNA	miRNA	2	8	1	1	C1	0	1	Control
MIMAT0032832:NA:miR-8207-3p:miRNA	miRNA	2	12	1	1	C1	0	1	Control
MIMAT0032837:NA:miR-8210-5p:miRNA	miRNA	2	10	1	1	C1	1	0	Control
MIMAT0032840:NA:miR-2217b-3p:miRNA	miRNA	2	4	1	1	C1	0	1	Control
MIMAT0032840:NA:miR-2217b-3p:miRNA	miRNA	2	8	7	1	C1	0	1	Control
MIMAT0032840:NA:miR-2217b-3p:miRNA	miRNA	1	18	3	0	C1	0	1	Control
MIMAT0032840_1:NA:miR-2217b-3p:miRNA	miRNA	2	4	1	1	C1	0	1	Control
MIMAT0032840_1:NA:miR-2217b-3p:miRNA	miRNA	2	8	7	1	C1	0	1	Control
MIMAT0032840_1:NA:miR-2217b-3p:miRNA	miRNA	1	18	3	0	C1	0	1	Control
MIMAT0032840_2:NA:miR-2217b-3p:miRNA	miRNA	2	4	1	1	C1	0	1	Control
MIMAT0032840_2:NA:miR-2217b-3p:miRNA	miRNA	2	8	7	1	C1	0	1	Control
MIMAT0032840_2:NA:miR-2217b-3p:miRNA	miRNA	1	18	3	0	C1	0	1	Control
MIMAT0032840_3:NA:miR-2217b-3p:miRNA	miRNA	2	4	1	1	C1	0	1	Control
MIMAT0032840_3:NA:miR-2217b-3p:miRNA	miRNA	2	8	7	1	C1	0	1	Control
MIMAT0032840_3:NA:miR-2217b-3p:miRNA	miRNA	1	18	3	0	C1	0	1	Control
MIMAT0032842:NA:miR-8211-5p:miRNA	miRNA	2	4	1	1	C1	0	1	Control
MIMAT0032842:NA:miR-8211-5p:miRNA	miRNA	2	14	1	1	C1	0	1	Control
MIMAT0032843:NA:miR-8211-3p:miRNA	miRNA	2	4	1	1	C1	1	0	Control
MIMAT0032845:NA:miR-8212-3p:miRNA	miRNA	2	2	3	1	C1	0	1	Control
MIMAT0032845:NA:miR-8212-3p:miRNA	miRNA	2	8	3	1	C1	0	1	Control
MIMAT0032845:NA:miR-8212-3p:miRNA	miRNA	1	20	1	0	C1	0	1	Control
MIMAT0000001:NA:let-7-5p:miRNA	miRNA	2	10	1	1	C2	0	1	Control
MIMAT0000001:NA:let-7-5p:miRNA	miRNA	2	14	3	1	C2	0	1	Control
MIMAT0000003:NA:miR-1-3p:miRNA	miRNA	2	18	1	1	C2	1	0	Control
MIMAT0000004:NA:miR-2-3p:miRNA	miRNA	2	2	1	1	C2	0	1	Control
MIMAT0000004:NA:miR-2-3p:miRNA	miRNA	2	16	1	1	C2	0	1	Control
MIMAT0000005:NA:miR-34-5p:miRNA	miRNA	2	14	3	1	C2	0	1	Control
MIMAT0000006:NA:miR-35-3p:miRNA	miRNA	2	8	1	1	C2	1	0	Control
MIMAT0000006:NA:miR-35-3p:miRNA	miRNA	2	12	1	1	C2	1	0	Control
MIMAT0000011:NA:miR-40-3p:miRNA	miRNA	2	16	1	1	C2	1	0	Control
MIMAT0000013:NA:miR-42-3p:miRNA	miRNA	2	8	1	1	C2	1	0	Control
MIMAT0000013:NA:miR-42-3p:miRNA	miRNA	2	16	3	1	C2	1	0	Control
MIMAT0000021:NA:miR-50-5p:miRNA	miRNA	2	16	1	1	C2	1	0	Control
MIMAT0000022:NA:miR-51-5p:miRNA	miRNA	2	2	1	1	C2	1	0	Control
MIMAT0000025:NA:miR-54-3p:miRNA	miRNA	2	2	1	1	C2	0	1	Control
MIMAT0000025:NA:miR-54-3p:miRNA	miRNA	2	14	1	1	C2	1	0	Control
MIMAT0000026:NA:miR-55-3p:miRNA	miRNA	2	2	1	1	C2	1	0	Control
MIMAT0000026:NA:miR-55-3p:miRNA	miRNA	2	10	1	1	C2	1	0	Control
MIMAT0000026:NA:miR-55-3p:miRNA	miRNA	1	16	5	0	C2	1	0	Control
MIMAT0000027:NA:miR-56-5p:miRNA	miRNA	2	2	1	1	C2	0	1	Control
MIMAT0000028:NA:miR-56-3p:miRNA	miRNA	2	2	1	1	C2	1	0	Control
MIMAT0000028:NA:miR-56-3p:miRNA	miRNA	1	16	5	0	C2	1	0	Control
MIMAT0000031:NA:miR-59-3p:miRNA	miRNA	2	2	1	1	C2	0	1	Control
MIMAT0000031:NA:miR-59-3p:miRNA	miRNA	2	10	3	1	C2	0	1	Control
MIMAT0000031:NA:miR-59-3p:miRNA	miRNA	2	16	1	1	C2	0	1	Control
MIMAT0000036:NA:miR-64-5p:miRNA	miRNA	1	18	3	0	C2	1	0	Control
MIMAT0000037:NA:miR-65-5p:miRNA	miRNA	1	20	1	0	C2	1	0	Control
MIMAT0000042:NA:miR-70-3p:miRNA	miRNA	2	10	1	1	C2	1	0	Control
MIMAT0000042:NA:miR-70-3p:miRNA	miRNA	2	14	1	1	C2	1	0	Control
MIMAT0000042:NA:miR-70-3p:miRNA	miRNA	2	18	1	1	C2	1	0	Control
MIMAT0000043:NA:miR-71-5p:miRNA	miRNA	2	12	1	1	C2	0	1	Control
MIMAT0000047:NA:miR-75-3p:miRNA	miRNA	2	4	3	1	C2	0	1	Control
MIMAT0000047:NA:miR-75-3p:miRNA	miRNA	2	10	3	1	C2	0	1	Control
MIMAT0000047:NA:miR-75-3p:miRNA	miRNA	2	16	1	1	C2	0	1	Control
MIMAT0000047:NA:miR-75-3p:miRNA	miRNA	1	20	1	0	C2	0	1	Control
MIMAT0000049:NA:miR-77-3p:miRNA	miRNA	2	4	3	1	C2	0	1	Control
MIMAT0000052:NA:miR-80-5p:miRNA	miRNA	2	2	1	1	C2	0	1	Control
MIMAT0000052:NA:miR-80-5p:miRNA	miRNA	2	12	1	1	C2	0	1	Control
MIMAT0000052:NA:miR-80-5p:miRNA	miRNA	2	16	1	1	C2	0	1	Control
MIMAT0000056:NA:miR-83-3p:miRNA	miRNA	2	18	1	1	C2	1	0	Control
MIMAT0000058:NA:miR-85-3p:miRNA	miRNA	2	10	1	1	C2	0	1	Control
MIMAT0000061:NA:miR-90-3p:miRNA	miRNA	2	16	1	1	C2	1	0	Control
MIMAT0000282:NA:miR-124-3p:miRNA	miRNA	2	8	3	1	C2	0	1	Control
MIMAT0000282:NA:miR-124-3p:miRNA	miRNA	2	16	1	1	C2	0	1	Control
MIMAT0000282:NA:miR-124-3p:miRNA	miRNA	1	20	1	0	C2	0	1	Control
MIMAT0000284:NA:miR-229-5p:miRNA	miRNA	2	8	1	1	C2	1	0	Control
MIMAT0000284:NA:miR-229-5p:miRNA	miRNA	2	14	1	1	C2	1	0	Control
MIMAT0000285:NA:miR-230-3p:miRNA	miRNA	2	2	1	1	C2	1	0	Control
MIMAT0000285:NA:miR-230-3p:miRNA	miRNA	2	16	1	1	C2	1	0	Control
MIMAT0000286:NA:miR-231-3p:miRNA	miRNA	2	16	1	1	C2	0	1	Control
MIMAT0000287:NA:miR-232-3p:miRNA	miRNA	2	2	1	1	C2	0	1	Control
MIMAT0000287:NA:miR-232-3p:miRNA	miRNA	2	10	1	1	C2	0	1	Control
MIMAT0000289:NA:miR-234-3p:miRNA	miRNA	2	12	1	1	C2	0	1	Control
MIMAT0000291:NA:miR-236-3p:miRNA	miRNA	2	8	1	1	C2	1	0	Control
MIMAT0000291:NA:miR-236-3p:miRNA	miRNA	1	18	3	0	C2	1	0	Control
MIMAT0000294:NA:miR-239a-5p:miRNA	miRNA	2	4	13	1	C2	0	1	Control
MIMAT0000294:NA:miR-239a-5p:miRNA	miRNA	1	20	1	0	C2	0	1	Control
MIMAT0000295:NA:miR-239b-5p:miRNA	miRNA	2	2	5	1	C2	0	1	Control
MIMAT0000295:NA:miR-239b-5p:miRNA	miRNA	2	10	7	1	C2	0	1	Control
MIMAT0000295:NA:miR-239b-5p:miRNA	miRNA	1	20	1	0	C2	0	1	Control
MIMAT0000296:NA:miR-240-3p:miRNA	miRNA	2	8	1	1	C2	0	1	Control
MIMAT0000296:NA:miR-240-3p:miRNA	miRNA	2	10	1	1	C2	1	0	Control
MIMAT0000297:NA:miR-241-5p:miRNA	miRNA	2	2	1	1	C2	1	0	Control
MIMAT0000298:NA:miR-242:miRNA	miRNA	2	16	1	1	C2	0	1	Control
MIMAT0000300:NA:miR-244-5p:miRNA	miRNA	2	8	1	1	C2	1	0	Control
MIMAT0000300:NA:miR-244-5p:miRNA	miRNA	1	16	5	0	C2	1	0	Control
MIMAT0000301:NA:miR-245-3p:miRNA	miRNA	2	8	1	1	C2	0	1	Control
MIMAT0000301:NA:miR-245-3p:miRNA	miRNA	2	12	1	1	C2	0	1	Control
MIMAT0000302:NA:miR-246-3p:miRNA	miRNA	2	8	1	1	C2	1	0	Control
MIMAT0000302:NA:miR-246-3p:miRNA	miRNA	2	14	1	1	C2	1	0	Control
MIMAT0000303:NA:miR-247-3p:miRNA	miRNA	2	2	1	1	C2	0	1	Control
MIMAT0000303:NA:miR-247-3p:miRNA	miRNA	2	16	3	1	C2	0	1	Control
MIMAT0000305:NA:miR-249-3p:miRNA	miRNA	2	12	1	1	C2	0	1	Control
MIMAT0000305:NA:miR-249-3p:miRNA	miRNA	2	16	1	1	C2	0	1	Control
MIMAT0000305:NA:miR-249-3p:miRNA	miRNA	1	20	1	0	C2	0	1	Control
MIMAT0000306:NA:miR-250-3p:miRNA	miRNA	2	2	1	1	C2	0	1	Control
MIMAT0000306:NA:miR-250-3p:miRNA	miRNA	2	16	1	1	C2	0	1	Control
MIMAT0000306:NA:miR-250-3p:miRNA	miRNA	1	20	1	0	C2	0	1	Control
MIMAT0000307:NA:miR-251:miRNA	miRNA	2	2	1	1	C2	0	1	Control
MIMAT0000307:NA:miR-251:miRNA	miRNA	2	10	3	1	C2	0	1	Control
MIMAT0000307:NA:miR-251:miRNA	miRNA	2	16	1	1	C2	0	1	Control
MIMAT0000697:NA:miR-355-5p:miRNA	miRNA	2	14	1	1	C2	1	0	Control
MIMAT0000699:NA:miR-357-3p:miRNA	miRNA	2	16	1	1	C2	0	1	Control
MIMAT0000768:NA:miR-392-3p:miRNA	miRNA	2	12	1	1	C2	0	1	Control
MIMAT0004216:NA:miR-255-3p:miRNA	miRNA	2	2	1	1	C2	0	1	Control
MIMAT0004219:NA:miR-784-5p:miRNA	miRNA	2	16	1	1	C2	0	1	Control
MIMAT0004220:NA:miR-785-3p:miRNA	miRNA	2	8	1	1	C2	1	0	Control
MIMAT0004220:NA:miR-785-3p:miRNA	miRNA	2	16	3	1	C2	1	0	Control
MIMAT0004222:NA:miR-787-3p:miRNA	miRNA	2	2	1	1	C2	0	1	Control
MIMAT0004222:NA:miR-787-3p:miRNA	miRNA	2	12	1	1	C2	0	1	Control
MIMAT0004226:NA:miR-791-3p:miRNA	miRNA	2	8	1	1	C2	0	1	Control
MIMAT0004227:NA:miR-792-3p:miRNA	miRNA	2	2	1	1	C2	0	1	Control
MIMAT0004227:NA:miR-792-3p:miRNA	miRNA	2	10	1	1	C2	0	1	Control
MIMAT0004229:NA:miR-794-5p:miRNA	miRNA	2	4	3	1	C2	0	1	Control
MIMAT0004229:NA:miR-794-5p:miRNA	miRNA	2	10	3	1	C2	0	1	Control
MIMAT0004229:NA:miR-794-5p:miRNA	miRNA	1	20	1	0	C2	0	1	Control
MIMAT0004230:NA:miR-795-5p:miRNA	miRNA	2	10	3	1	C2	0	1	Control
MIMAT0004234:NA:miR-799:miRNA	miRNA	2	4	3	1	C2	1	0	Control
MIMAT0004234:NA:miR-799:miRNA	miRNA	2	10	3	1	C2	1	0	Control
MIMAT0004234:NA:miR-799:miRNA	miRNA	2	16	1	1	C2	1	0	Control
MIMAT0004234:NA:miR-799:miRNA	miRNA	1	20	1	0	C2	1	0	Control
MIMAT0004235:NA:miR-800-3p:miRNA	miRNA	2	4	5	1	C2	1	0	Control
MIMAT0004235:NA:miR-800-3p:miRNA	miRNA	2	12	1	1	C2	1	0	Control
MIMAT0004235:NA:miR-800-3p:miRNA	miRNA	2	16	1	1	C2	1	0	Control
MIMAT0004235:NA:miR-800-3p:miRNA	miRNA	1	20	1	0	C2	1	0	Control
MIMAT0005033:NA:miR-1020-3p:miRNA	miRNA	2	10	3	1	C2	0	1	Control
MIMAT0006584:NA:miR-1817:miRNA	miRNA	2	4	3	1	C2	0	1	Control
MIMAT0006584:NA:miR-1817:miRNA	miRNA	2	12	1	1	C2	0	1	Control
MIMAT0006586:NA:miR-1819-3p:miRNA	miRNA	2	2	1	1	C2	1	0	Control
MIMAT0006587:NA:miR-1820-5p:miRNA	miRNA	2	2	1	1	C2	0	1	Control
MIMAT0006587:NA:miR-1820-5p:miRNA	miRNA	2	14	1	1	C2	1	0	Control
MIMAT0006589:NA:miR-1822-3p:miRNA	miRNA	2	14	1	1	C2	1	0	Control
MIMAT0006590:NA:miR-1823-3p:miRNA	miRNA	2	2	1	1	C2	0	1	Control
MIMAT0006590:NA:miR-1823-3p:miRNA	miRNA	2	12	1	1	C2	0	1	Control
MIMAT0006768:NA:miR-1828:miRNA	miRNA	2	2	1	1	C2	0	1	Control
MIMAT0006768:NA:miR-1828:miRNA	miRNA	2	10	5	1	C2	0	1	Control
MIMAT0006768:NA:miR-1828:miRNA	miRNA	2	18	1	1	C2	0	1	Control
MIMAT0006769:NA:miR-1829a-3p:miRNA	miRNA	1	20	1	0	C2	1	0	Control
MIMAT0006770:NA:miR-1829b-5p:miRNA	miRNA	2	2	1	1	C2	0	1	Control
MIMAT0011425:NA:miR-2207-5p:miRNA	miRNA	2	18	1	1	C2	1	0	Control
MIMAT0011429:NA:miR-2208b-5p:miRNA	miRNA	2	10	1	1	C2	1	0	Control
MIMAT0011429:NA:miR-2208b-5p:miRNA	miRNA	1	18	3	0	C2	1	0	Control
MIMAT0011430:NA:miR-2208b-3p:miRNA	miRNA	2	4	3	1	C2	0	1	Control
MIMAT0011438:NA:miR-2211-3p:miRNA	miRNA	2	14	1	1	C2	0	1	Control
MIMAT0011439:NA:miR-2212-5p:miRNA	miRNA	2	4	3	1	C2	0	1	Control
MIMAT0011446:NA:miR-2215-3p:miRNA	miRNA	2	2	1	1	C2	0	1	Control
MIMAT0011447:NA:miR-2216-5p:miRNA	miRNA	2	14	1	1	C2	1	0	Control
MIMAT0011448:NA:miR-2216-3p:miRNA	miRNA	2	2	5	1	C2	0	1	Control
MIMAT0011448:NA:miR-2216-3p:miRNA	miRNA	2	14	1	1	C2	0	1	Control
MIMAT0011448:NA:miR-2216-3p:miRNA	miRNA	1	18	3	0	C2	0	1	Control
MIMAT0011449:NA:miR-1832b-5p:miRNA	miRNA	1	2	19	0	C2	1	0	Control
MIMAT0011450:NA:miR-1832b-3p:miRNA	miRNA	2	4	3	1	C2	0	1	Control
MIMAT0011452:NA:miR-2217a-3p:miRNA	miRNA	2	10	1	1	C2	0	1	Control
MIMAT0011454:NA:miR-2209b-3p:miRNA	miRNA	2	2	5	1	C2	1	0	Control
MIMAT0011454:NA:miR-2209b-3p:miRNA	miRNA	2	10	1	1	C2	1	0	Control
MIMAT0011454:NA:miR-2209b-3p:miRNA	miRNA	2	14	5	1	C2	1	0	Control
MIMAT0011456:NA:miR-2218a-3p:miRNA	miRNA	1	18	3	0	C2	0	1	Control
MIMAT0011458:NA:miR-2218b-3p:miRNA	miRNA	2	2	5	1	C2	1	0	Control
MIMAT0011461:NA:miR-2220-5p:miRNA	miRNA	2	18	1	1	C2	0	1	Control
MIMAT0011462:NA:miR-2220-3p:miRNA	miRNA	2	10	3	1	C2	0	1	Control
MIMAT0015093:NA:miR-34-3p:miRNA	miRNA	2	18	1	1	C2	1	0	Control
MIMAT0015094:NA:miR-37-5p:miRNA	miRNA	2	2	1	1	C2	0	1	Control
MIMAT0015095:NA:miR-42-5p:miRNA	miRNA	2	18	1	1	C2	0	1	Control
MIMAT0015098:NA:miR-48-3p:miRNA	miRNA	2	2	1	1	C2	0	1	Control
MIMAT0015098:NA:miR-48-3p:miRNA	miRNA	2	8	1	1	C2	0	1	Control
MIMAT0015098:NA:miR-48-3p:miRNA	miRNA	2	12	1	1	C2	0	1	Control
MIMAT0015098:NA:miR-48-3p:miRNA	miRNA	2	16	3	1	C2	0	1	Control
MIMAT0015104:NA:miR-63-5p:miRNA	miRNA	2	12	1	1	C2	0	1	Control
MIMAT0015104:NA:miR-63-5p:miRNA	miRNA	2	16	1	1	C2	0	1	Control
MIMAT0015104:NA:miR-63-5p:miRNA	miRNA	1	20	1	0	C2	0	1	Control
MIMAT0015105:NA:miR-64-3p:miRNA	miRNA	2	10	3	1	C2	0	1	Control
MIMAT0015105:NA:miR-64-3p:miRNA	miRNA	2	16	1	1	C2	0	1	Control
MIMAT0015105:NA:miR-64-3p:miRNA	miRNA	1	20	1	0	C2	0	1	Control
MIMAT0015107:NA:miR-71-3p:miRNA	miRNA	2	4	3	1	C2	1	0	Control
MIMAT0015107:NA:miR-71-3p:miRNA	miRNA	2	14	1	1	C2	1	0	Control
MIMAT0015108:NA:miR-75-5p:miRNA	miRNA	2	4	3	1	C2	0	1	Control
MIMAT0015108:NA:miR-75-5p:miRNA	miRNA	2	18	1	1	C2	0	1	Control
MIMAT0015109:NA:miR-81-5p:miRNA	miRNA	2	14	1	1	C2	1	0	Control
MIMAT0015110:NA:miR-84-3p:miRNA	miRNA	2	4	3	1	C2	0	1	Control
MIMAT0015110:NA:miR-84-3p:miRNA	miRNA	2	10	3	1	C2	0	1	Control
MIMAT0015110:NA:miR-84-3p:miRNA	miRNA	2	16	1	1	C2	0	1	Control
MIMAT0015110:NA:miR-84-3p:miRNA	miRNA	1	20	1	0	C2	0	1	Control
MIMAT0015114:NA:miR-238-5p:miRNA	miRNA	2	2	1	1	C2	0	1	Control
MIMAT0015114:NA:miR-238-5p:miRNA	miRNA	1	20	1	0	C2	0	1	Control
MIMAT0015118:NA:miR-244-3p:miRNA	miRNA	2	16	1	1	C2	0	1	Control
MIMAT0015120:NA:miR-358-5p:miRNA	miRNA	2	12	1	1	C2	0	1	Control
MIMAT0015120:NA:miR-358-5p:miRNA	miRNA	2	18	1	1	C2	0	1	Control
MIMAT0015121:NA:miR-360-5p:miRNA	miRNA	2	16	1	1	C2	0	1	Control
MIMAT0015240:NA:miR-788-3p:miRNA	miRNA	2	2	5	1	C2	0	1	Control
MIMAT0015240:NA:miR-788-3p:miRNA	miRNA	2	10	3	1	C2	0	1	Control
MIMAT0015240:NA:miR-788-3p:miRNA	miRNA	1	16	5	0	C2	0	1	Control
MIMAT0015266:NA:miR-1822-5p:miRNA	miRNA	2	2	5	1	C2	1	0	Control
MIMAT0015266:NA:miR-1822-5p:miRNA	miRNA	1	20	1	0	C2	1	0	Control
MIMAT0019987:NA:miR-4805-3p:miRNA	miRNA	2	8	1	1	C2	1	0	Control
MIMAT0019987:NA:miR-4805-3p:miRNA	miRNA	2	14	1	1	C2	1	0	Control
MIMAT0019988:NA:miR-4806-5p:miRNA	miRNA	1	2	19	0	C2	0	1	Control
MIMAT0019989:NA:miR-4806-3p:miRNA	miRNA	2	2	5	1	C2	0	1	Control
MIMAT0019989:NA:miR-4806-3p:miRNA	miRNA	1	12	9	0	C2	0	1	Control
MIMAT0019990:NA:miR-4807:miRNA	miRNA	2	2	1	1	C2	0	1	Control
MIMAT0019990:NA:miR-4807:miRNA	miRNA	2	12	1	1	C2	0	1	Control
MIMAT0019990:NA:miR-4807:miRNA	miRNA	2	16	1	1	C2	0	1	Control
MIMAT0019990:NA:miR-4807:miRNA	miRNA	1	20	1	0	C2	0	1	Control
MIMAT0019993:NA:miR-4809-5p:miRNA	miRNA	1	20	1	0	C2	0	1	Control
MIMAT0019994:NA:miR-4809-3p:miRNA	miRNA	2	8	3	1	C2	1	0	Control
MIMAT0019995:NA:miR-4810a:miRNA	miRNA	2	2	1	1	C2	0	1	Control
MIMAT0019997:NA:miR-4811-3p:miRNA	miRNA	2	14	1	1	C2	1	0	Control
MIMAT0019997:NA:miR-4811-3p:miRNA	miRNA	2	18	1	1	C2	1	0	Control
MIMAT0019999:NA:miR-4812-3p:miRNA	miRNA	2	8	3	1	C2	1	0	Control
MIMAT0019999:NA:miR-4812-3p:miRNA	miRNA	1	20	1	0	C2	1	0	Control
MIMAT0020002:NA:miR-4814-5p:miRNA	miRNA	2	14	1	1	C2	1	0	Control
MIMAT0020002:NA:miR-4814-5p:miRNA	miRNA	2	18	1	1	C2	1	0	Control
MIMAT0020003:NA:miR-4814-3p:miRNA	miRNA	2	4	3	1	C2	1	0	Control
MIMAT0020005:NA:miR-4816-5p:miRNA	miRNA	2	16	1	1	C2	1	0	Control
MIMAT0020006:NA:miR-4816-3p:miRNA	miRNA	2	14	1	1	C2	1	0	Control
MIMAT0020127:NA:miR-4921:miRNA	miRNA	2	4	3	1	C2	0	1	Control
MIMAT0020131:NA:miR-4923b:miRNA	miRNA	2	4	3	1	C2	0	1	Control
MIMAT0020132:NA:miR-4925:miRNA	miRNA	2	2	1	1	C2	0	1	Control
MIMAT0020133:NA:miR-4926:miRNA	miRNA	2	10	1	1	C2	0	1	Control
MIMAT0020135:NA:miR-4929:miRNA	miRNA	2	12	1	1	C2	0	1	Control
MIMAT0020135:NA:miR-4929:miRNA	miRNA	1	20	1	0	C2	0	1	Control
MIMAT0020143:NA:miR-4937:miRNA	miRNA	2	16	1	1	C2	0	1	Control
MIMAT0020301:NA:miR-1-5p:miRNA	miRNA	2	2	1	1	C2	0	1	Control
MIMAT0020301:NA:miR-1-5p:miRNA	miRNA	2	8	1	1	C2	0	1	Control
MIMAT0020301:NA:miR-1-5p:miRNA	miRNA	2	12	1	1	C2	0	1	Control
MIMAT0020303:NA:miR-35-5p:miRNA	miRNA	2	18	1	1	C2	1	0	Control
MIMAT0020304:NA:miR-36-5p:miRNA	miRNA	2	4	3	1	C2	1	0	Control
MIMAT0020304:NA:miR-36-5p:miRNA	miRNA	2	14	1	1	C2	1	0	Control
MIMAT0020305:NA:miR-38-5p:miRNA	miRNA	2	2	1	1	C2	0	1	Control
MIMAT0020305:NA:miR-38-5p:miRNA	miRNA	2	12	1	1	C2	0	1	Control
MIMAT0020307:NA:miR-40-5p:miRNA	miRNA	2	8	3	1	C2	1	0	Control
MIMAT0020308:NA:miR-43-5p:miRNA	miRNA	2	14	1	1	C2	1	0	Control
MIMAT0020310:NA:miR-50-3p:miRNA	miRNA	2	2	1	1	C2	0	1	Control
MIMAT0020310:NA:miR-50-3p:miRNA	miRNA	2	10	3	1	C2	0	1	Control
MIMAT0020312:NA:miR-53-3p:miRNA	miRNA	2	4	3	1	C2	0	1	Control
MIMAT0020312:NA:miR-53-3p:miRNA	miRNA	2	14	1	1	C2	1	0	Control
MIMAT0020320:NA:miR-74-5p:miRNA	miRNA	2	2	1	1	C2	0	1	Control
MIMAT0020321:NA:miR-76-5p:miRNA	miRNA	2	10	1	1	C2	0	1	Control
MIMAT0020322:NA:miR-79-5p:miRNA	miRNA	2	2	1	1	C2	0	1	Control
MIMAT0020327:NA:miR-228-3p:miRNA	miRNA	2	2	11	1	C2	0	1	Control
MIMAT0020327:NA:miR-228-3p:miRNA	miRNA	1	16	5	0	C2	0	1	Control
MIMAT0020328:NA:miR-231-5p:miRNA	miRNA	2	4	3	1	C2	0	1	Control
MIMAT0020329:NA:miR-233-5p:miRNA	miRNA	2	8	1	1	C2	0	1	Control
MIMAT0020329:NA:miR-233-5p:miRNA	miRNA	2	12	1	1	C2	0	1	Control
MIMAT0020330:NA:miR-234-5p:miRNA	miRNA	2	10	1	1	C2	0	1	Control
MIMAT0020330:NA:miR-234-5p:miRNA	miRNA	1	20	1	0	C2	0	1	Control
MIMAT0020331:NA:miR-235-5p:miRNA	miRNA	2	2	1	1	C2	0	1	Control
MIMAT0020331:NA:miR-235-5p:miRNA	miRNA	1	8	13	0	C2	0	1	Control
MIMAT0020333:NA:miR-237-3p:miRNA	miRNA	2	2	1	1	C2	0	1	Control
MIMAT0020333:NA:miR-237-3p:miRNA	miRNA	2	10	1	1	C2	0	1	Control
MIMAT0020334:NA:miR-239a-3p:miRNA	miRNA	2	10	3	1	C2	0	1	Control
MIMAT0020334:NA:miR-239a-3p:miRNA	miRNA	2	16	1	1	C2	0	1	Control
MIMAT0020334:NA:miR-239a-3p:miRNA	miRNA	1	20	1	0	C2	0	1	Control
MIMAT0020335:NA:miR-241-3p:miRNA	miRNA	2	2	5	1	C2	1	0	Control
MIMAT0020335:NA:miR-241-3p:miRNA	miRNA	2	12	1	1	C2	0	1	Control
MIMAT0020341:NA:miR-255-5p:miRNA	miRNA	2	2	5	1	C2	0	1	Control
MIMAT0020341:NA:miR-255-5p:miRNA	miRNA	2	10	3	1	C2	0	1	Control
