gene_name	gene	number_transitions	onset_gen	length	complete	Lineage	is_up	is_down	Condition
MIMAT0015113:NA:miR-230-5p:miRNA	miRNA	2	18	1	1	H2	1	0	High dose
MIMAT0015114:NA:miR-238-5p:miRNA	miRNA	2	6	1	1	H2	1	0	High dose
MIMAT0015117:NA:miR-243-5p:miRNA	miRNA	2	4	1	1	H2	0	1	High dose
MIMAT0015120:NA:miR-358-5p:miRNA	miRNA	2	16	1	1	H2	0	1	High dose
MIMAT0015121:NA:miR-360-5p:miRNA	miRNA	2	12	3	1	H2	0	1	High dose
MIMAT0015240:NA:miR-788-3p:miRNA	miRNA	2	18	1	1	H2	1	0	High dose
MIMAT0015266:NA:miR-1822-5p:miRNA	miRNA	2	4	1	1	H2	1	0	High dose
MIMAT0015266:NA:miR-1822-5p:miRNA	miRNA	2	8	1	1	H2	1	0	High dose
MIMAT0015266:NA:miR-1822-5p:miRNA	miRNA	2	14	5	1	H2	1	0	High dose
MIMAT0019987:NA:miR-4805-3p:miRNA	miRNA	2	18	1	1	H2	1	0	High dose
MIMAT0019988:NA:miR-4806-5p:miRNA	miRNA	2	16	1	1	H2	1	0	High dose
MIMAT0019989:NA:miR-4806-3p:miRNA	miRNA	2	14	1	1	H2	1	0	High dose
MIMAT0019990:NA:miR-4807:miRNA	miRNA	2	2	5	1	H2	1	0	High dose
MIMAT0019990:NA:miR-4807:miRNA	miRNA	2	10	1	1	H2	1	0	High dose
MIMAT0019990:NA:miR-4807:miRNA	miRNA	1	14	7	0	H2	1	0	High dose
MIMAT0019991:NA:miR-4808-5p:miRNA	miRNA	2	16	1	1	H2	0	1	High dose
MIMAT0019994:NA:miR-4809-3p:miRNA	miRNA	2	2	1	1	H2	1	0	High dose
MIMAT0019994:NA:miR-4809-3p:miRNA	miRNA	2	6	1	1	H2	1	0	High dose
MIMAT0019994:NA:miR-4809-3p:miRNA	miRNA	2	12	1	1	H2	1	0	High dose
MIMAT0019994:NA:miR-4809-3p:miRNA	miRNA	2	18	1	1	H2	1	0	High dose
MIMAT0019995:NA:miR-4810a:miRNA	miRNA	2	2	3	1	H2	1	0	High dose
MIMAT0019995:NA:miR-4810a:miRNA	miRNA	1	18	3	0	H2	1	0	High dose
MIMAT0019997:NA:miR-4811-3p:miRNA	miRNA	2	10	3	1	H2	0	1	High dose
MIMAT0019999:NA:miR-4812-3p:miRNA	miRNA	2	6	1	1	H2	0	1	High dose
MIMAT0019999:NA:miR-4812-3p:miRNA	miRNA	2	14	3	1	H2	0	1	High dose
MIMAT0020001:NA:miR-4813-3p:miRNA	miRNA	2	18	1	1	H2	1	0	High dose
MIMAT0020002:NA:miR-4814-5p:miRNA	miRNA	2	4	1	1	H2	1	0	High dose
MIMAT0020002:NA:miR-4814-5p:miRNA	miRNA	2	16	1	1	H2	1	0	High dose
MIMAT0020003:NA:miR-4814-3p:miRNA	miRNA	2	18	1	1	H2	1	0	High dose
MIMAT0020005:NA:miR-4816-5p:miRNA	miRNA	2	6	1	1	H2	1	0	High dose
MIMAT0020005:NA:miR-4816-5p:miRNA	miRNA	2	14	1	1	H2	1	0	High dose
MIMAT0020005:NA:miR-4816-5p:miRNA	miRNA	1	18	3	0	H2	1	0	High dose
MIMAT0020006:NA:miR-4816-3p:miRNA	miRNA	2	4	1	1	H2	1	0	High dose
MIMAT0020006:NA:miR-4816-3p:miRNA	miRNA	2	14	1	1	H2	1	0	High dose
MIMAT0020006:NA:miR-4816-3p:miRNA	miRNA	1	20	1	0	H2	1	0	High dose
MIMAT0020126:NA:miR-4920:miRNA	miRNA	2	2	1	1	H2	1	0	High dose
MIMAT0020126:NA:miR-4920:miRNA	miRNA	2	6	1	1	H2	1	0	High dose
MIMAT0020130:NA:miR-4924:miRNA	miRNA	2	16	1	1	H2	0	1	High dose
MIMAT0020131:NA:miR-4923b:miRNA	miRNA	2	10	1	1	H2	0	1	High dose
MIMAT0020132:NA:miR-4925:miRNA	miRNA	2	6	1	1	H2	0	1	High dose
MIMAT0020132:NA:miR-4925:miRNA	miRNA	2	10	1	1	H2	0	1	High dose
MIMAT0020132:NA:miR-4925:miRNA	miRNA	2	16	1	1	H2	0	1	High dose
MIMAT0020133:NA:miR-4926:miRNA	miRNA	2	2	3	1	H2	1	0	High dose
MIMAT0020133:NA:miR-4926:miRNA	miRNA	2	8	3	1	H2	1	0	High dose
MIMAT0020133:NA:miR-4926:miRNA	miRNA	1	20	1	0	H2	1	0	High dose
MIMAT0020135:NA:miR-4929:miRNA	miRNA	2	14	1	1	H2	0	1	High dose
MIMAT0020143:NA:miR-4937:miRNA	miRNA	2	18	1	1	H2	0	1	High dose
MIMAT0020301:NA:miR-1-5p:miRNA	miRNA	2	16	1	1	H2	1	0	High dose
MIMAT0020303:NA:miR-35-5p:miRNA	miRNA	2	4	1	1	H2	1	0	High dose
MIMAT0020303:NA:miR-35-5p:miRNA	miRNA	2	8	1	1	H2	1	0	High dose
MIMAT0020303:NA:miR-35-5p:miRNA	miRNA	1	20	1	0	H2	1	0	High dose
MIMAT0020304:NA:miR-36-5p:miRNA	miRNA	1	20	1	0	H2	1	0	High dose
MIMAT0020305:NA:miR-38-5p:miRNA	miRNA	2	2	5	1	H2	1	0	High dose
MIMAT0020305:NA:miR-38-5p:miRNA	miRNA	2	14	3	1	H2	1	0	High dose
MIMAT0020305:NA:miR-38-5p:miRNA	miRNA	1	20	1	0	H2	1	0	High dose
MIMAT0020306:NA:miR-39-5p:miRNA	miRNA	2	6	1	1	H2	1	0	High dose
MIMAT0020307:NA:miR-40-5p:miRNA	miRNA	2	4	13	1	H2	1	0	High dose
MIMAT0020307:NA:miR-40-5p:miRNA	miRNA	1	20	1	0	H2	1	0	High dose
MIMAT0020308:NA:miR-43-5p:miRNA	miRNA	2	4	1	1	H2	1	0	High dose
MIMAT0020308:NA:miR-43-5p:miRNA	miRNA	2	14	1	1	H2	1	0	High dose
MIMAT0020308:NA:miR-43-5p:miRNA	miRNA	1	18	3	0	H2	1	0	High dose
MIMAT0020309:NA:miR-49-5p:miRNA	miRNA	2	6	1	1	H2	1	0	High dose
MIMAT0020309:NA:miR-49-5p:miRNA	miRNA	2	18	1	1	H2	1	0	High dose
MIMAT0020310:NA:miR-50-3p:miRNA	miRNA	2	6	1	1	H2	1	0	High dose
MIMAT0020310:NA:miR-50-3p:miRNA	miRNA	2	14	1	1	H2	1	0	High dose
MIMAT0020310:NA:miR-50-3p:miRNA	miRNA	1	20	1	0	H2	1	0	High dose
MIMAT0020312:NA:miR-53-3p:miRNA	miRNA	2	6	3	1	H2	1	0	High dose
MIMAT0020312:NA:miR-53-3p:miRNA	miRNA	2	14	3	1	H2	1	0	High dose
MIMAT0020313:NA:miR-55-5p:miRNA	miRNA	2	2	1	1	H2	1	0	High dose
MIMAT0020313:NA:miR-55-5p:miRNA	miRNA	2	6	1	1	H2	1	0	High dose
MIMAT0020313:NA:miR-55-5p:miRNA	miRNA	2	16	3	1	H2	1	0	High dose
MIMAT0020314:NA:miR-57-3p:miRNA	miRNA	2	4	1	1	H2	1	0	High dose
MIMAT0020314:NA:miR-57-3p:miRNA	miRNA	2	18	1	1	H2	1	0	High dose
MIMAT0020315:NA:miR-66-3p:miRNA	miRNA	1	20	1	0	H2	1	0	High dose
MIMAT0020317:NA:miR-70-5p:miRNA	miRNA	2	2	5	1	H2	1	0	High dose
MIMAT0020317:NA:miR-70-5p:miRNA	miRNA	2	14	1	1	H2	1	0	High dose
MIMAT0020319:NA:miR-73-5p:miRNA	miRNA	2	4	1	1	H2	1	0	High dose
MIMAT0020319:NA:miR-73-5p:miRNA	miRNA	2	14	1	1	H2	1	0	High dose
MIMAT0020319:NA:miR-73-5p:miRNA	miRNA	1	20	1	0	H2	1	0	High dose
MIMAT0020320:NA:miR-74-5p:miRNA	miRNA	2	2	1	1	H2	1	0	High dose
MIMAT0020320:NA:miR-74-5p:miRNA	miRNA	2	6	1	1	H2	1	0	High dose
MIMAT0020320:NA:miR-74-5p:miRNA	miRNA	2	14	1	1	H2	1	0	High dose
MIMAT0020320:NA:miR-74-5p:miRNA	miRNA	2	18	1	1	H2	1	0	High dose
MIMAT0020322:NA:miR-79-5p:miRNA	miRNA	2	18	1	1	H2	1	0	High dose
MIMAT0020323:NA:miR-82-5p:miRNA	miRNA	2	4	1	1	H2	1	0	High dose
MIMAT0020323:NA:miR-82-5p:miRNA	miRNA	1	18	3	0	H2	1	0	High dose
MIMAT0020325:NA:miR-87-5p:miRNA	miRNA	2	4	1	1	H2	1	0	High dose
MIMAT0020325:NA:miR-87-5p:miRNA	miRNA	2	18	1	1	H2	1	0	High dose
MIMAT0020326:NA:miR-90-5p:miRNA	miRNA	2	2	1	1	H2	1	0	High dose
MIMAT0020326:NA:miR-90-5p:miRNA	miRNA	2	14	1	1	H2	1	0	High dose
MIMAT0020326:NA:miR-90-5p:miRNA	miRNA	1	18	3	0	H2	1	0	High dose
MIMAT0020327:NA:miR-228-3p:miRNA	miRNA	2	2	1	1	H2	1	0	High dose
MIMAT0020327:NA:miR-228-3p:miRNA	miRNA	2	6	1	1	H2	1	0	High dose
MIMAT0020327:NA:miR-228-3p:miRNA	miRNA	2	14	1	1	H2	1	0	High dose
MIMAT0020327:NA:miR-228-3p:miRNA	miRNA	2	18	1	1	H2	1	0	High dose
MIMAT0020328:NA:miR-231-5p:miRNA	miRNA	1	20	1	0	H2	1	0	High dose
MIMAT0020329:NA:miR-233-5p:miRNA	miRNA	2	4	1	1	H2	1	0	High dose
MIMAT0020329:NA:miR-233-5p:miRNA	miRNA	2	8	1	1	H2	1	0	High dose
MIMAT0020329:NA:miR-233-5p:miRNA	miRNA	2	18	1	1	H2	1	0	High dose
MIMAT0020330:NA:miR-234-5p:miRNA	miRNA	2	2	7	1	H2	1	0	High dose
MIMAT0020330:NA:miR-234-5p:miRNA	miRNA	1	12	9	0	H2	1	0	High dose
MIMAT0020331:NA:miR-235-5p:miRNA	miRNA	2	18	1	1	H2	1	0	High dose
MIMAT0020332:NA:miR-236-5p:miRNA	miRNA	2	2	3	1	H2	1	0	High dose
MIMAT0020332:NA:miR-236-5p:miRNA	miRNA	1	18	3	0	H2	1	0	High dose
MIMAT0020333:NA:miR-237-3p:miRNA	miRNA	1	20	1	0	H2	0	1	High dose
MIMAT0020334:NA:miR-239a-3p:miRNA	miRNA	2	2	1	1	H2	1	0	High dose
MIMAT0020334:NA:miR-239a-3p:miRNA	miRNA	2	8	1	1	H2	1	0	High dose
MIMAT0020334:NA:miR-239a-3p:miRNA	miRNA	2	12	3	1	H2	1	0	High dose
MIMAT0020334:NA:miR-239a-3p:miRNA	miRNA	1	18	3	0	H2	1	0	High dose
MIMAT0020339:NA:miR-250-5p:miRNA	miRNA	2	8	1	1	H2	1	0	High dose
MIMAT0020339:NA:miR-250-5p:miRNA	miRNA	2	12	3	1	H2	1	0	High dose
MIMAT0020339:NA:miR-250-5p:miRNA	miRNA	2	18	1	1	H2	1	0	High dose
MIMAT0020341:NA:miR-255-5p:miRNA	miRNA	2	14	3	1	H2	1	0	High dose
MIMAT0020341:NA:miR-255-5p:miRNA	miRNA	1	20	1	0	H2	1	0	High dose
MIMAT0020343:NA:miR-357-5p:miRNA	miRNA	2	16	1	1	H2	0	1	High dose
MIMAT0020347:NA:miR-784-3p:miRNA	miRNA	2	2	1	1	H2	1	0	High dose
MIMAT0020347:NA:miR-784-3p:miRNA	miRNA	2	6	1	1	H2	1	0	High dose
MIMAT0020347:NA:miR-784-3p:miRNA	miRNA	2	16	3	1	H2	1	0	High dose
MIMAT0020349:NA:miR-790-3p:miRNA	miRNA	2	18	1	1	H2	1	0	High dose
MIMAT0020350:NA:miR-791-5p:miRNA	miRNA	2	18	1	1	H2	1	0	High dose
MIMAT0020351:NA:miR-792-5p:miRNA	miRNA	2	4	1	1	H2	0	1	High dose
MIMAT0020351:NA:miR-792-5p:miRNA	miRNA	2	14	1	1	H2	0	1	High dose
MIMAT0020353:NA:miR-795-3p:miRNA	miRNA	2	2	3	1	H2	1	0	High dose
MIMAT0020353:NA:miR-795-3p:miRNA	miRNA	2	10	1	1	H2	1	0	High dose
MIMAT0020353:NA:miR-795-3p:miRNA	miRNA	1	18	3	0	H2	1	0	High dose
MIMAT0020354:NA:miR-800-5p:miRNA	miRNA	2	2	1	1	H2	0	1	High dose
MIMAT0020356:NA:miR-1020-5p:miRNA	miRNA	2	2	1	1	H2	0	1	High dose
MIMAT0020357:NA:miR-1022-3p:miRNA	miRNA	2	4	3	1	H2	1	0	High dose
MIMAT0020357:NA:miR-1022-3p:miRNA	miRNA	2	14	1	1	H2	1	0	High dose
MIMAT0020357:NA:miR-1022-3p:miRNA	miRNA	1	20	1	0	H2	1	0	High dose
MIMAT0020358:NA:miR-1819-5p:miRNA	miRNA	2	4	1	1	H2	0	1	High dose
MIMAT0020358:NA:miR-1819-5p:miRNA	miRNA	2	10	1	1	H2	0	1	High dose
MIMAT0020360:NA:miR-1824-3p:miRNA	miRNA	2	2	3	1	H2	1	0	High dose
MIMAT0020360:NA:miR-1824-3p:miRNA	miRNA	2	8	5	1	H2	1	0	High dose
MIMAT0020360:NA:miR-1824-3p:miRNA	miRNA	2	16	3	1	H2	1	0	High dose
MIMAT0020770:NA:miR-41-5p:miRNA	miRNA	2	4	1	1	H2	1	0	High dose
MIMAT0020770:NA:miR-41-5p:miRNA	miRNA	2	14	1	1	H2	1	0	High dose
MIMAT0020770:NA:miR-41-5p:miRNA	miRNA	1	20	1	0	H2	1	0	High dose
MIMAT0020771:NA:miR-44-5p:miRNA	miRNA	2	2	1	1	H2	1	0	High dose
MIMAT0020771:NA:miR-44-5p:miRNA	miRNA	2	6	1	1	H2	1	0	High dose
MIMAT0020771:NA:miR-44-5p:miRNA	miRNA	2	18	1	1	H2	1	0	High dose
MIMAT0020772:NA:miR-45-5p:miRNA	miRNA	2	2	1	1	H2	1	0	High dose
MIMAT0020772:NA:miR-45-5p:miRNA	miRNA	2	6	1	1	H2	1	0	High dose
MIMAT0020772:NA:miR-45-5p:miRNA	miRNA	2	14	1	1	H2	1	0	High dose
MIMAT0020772:NA:miR-45-5p:miRNA	miRNA	1	18	3	0	H2	1	0	High dose
MIMAT0020773:NA:miR-54-5p:miRNA	miRNA	2	18	1	1	H2	1	0	High dose
MIMAT0020775:NA:miR-83-5p:miRNA	miRNA	2	18	1	1	H2	1	0	High dose
MIMAT0020776:NA:miR-86-3p:miRNA	miRNA	2	2	5	1	H2	1	0	High dose
MIMAT0020776:NA:miR-86-3p:miRNA	miRNA	2	14	1	1	H2	1	0	High dose
MIMAT0020776:NA:miR-86-3p:miRNA	miRNA	1	18	3	0	H2	1	0	High dose
MIMAT0020777:NA:miR-232-5p:miRNA	miRNA	2	4	1	1	H2	1	0	High dose
MIMAT0020777:NA:miR-232-5p:miRNA	miRNA	2	8	1	1	H2	1	0	High dose
MIMAT0020777:NA:miR-232-5p:miRNA	miRNA	1	18	3	0	H2	1	0	High dose
MIMAT0022193:NA:miR-5551-5p:miRNA	miRNA	1	8	13	0	H2	0	1	High dose
MIMAT0022196:NA:miR-5552-3p:miRNA	miRNA	2	6	1	1	H2	0	1	High dose
MIMAT0022305:NA:miR-5592-5p:miRNA	miRNA	2	4	1	1	H2	1	0	High dose
MIMAT0022305:NA:miR-5592-5p:miRNA	miRNA	2	8	1	1	H2	1	0	High dose
MIMAT0022305:NA:miR-5592-5p:miRNA	miRNA	2	14	1	1	H2	1	0	High dose
MIMAT0022305_1:NA:miR-5592-5p:miRNA	miRNA	2	4	1	1	H2	1	0	High dose
MIMAT0022305_1:NA:miR-5592-5p:miRNA	miRNA	2	8	1	1	H2	1	0	High dose
MIMAT0022305_1:NA:miR-5592-5p:miRNA	miRNA	2	14	1	1	H2	1	0	High dose
MIMAT0022306:NA:miR-5592-3p:miRNA	miRNA	2	2	1	1	H2	1	0	High dose
MIMAT0022306:NA:miR-5592-3p:miRNA	miRNA	2	6	1	1	H2	1	0	High dose
MIMAT0022306:NA:miR-5592-3p:miRNA	miRNA	2	14	1	1	H2	1	0	High dose
MIMAT0022306_1:NA:miR-5592-3p:miRNA	miRNA	2	2	1	1	H2	1	0	High dose
MIMAT0022306_1:NA:miR-5592-3p:miRNA	miRNA	2	6	1	1	H2	1	0	High dose
MIMAT0022306_1:NA:miR-5592-3p:miRNA	miRNA	2	14	1	1	H2	1	0	High dose
MIMAT0022311:NA:miR-356b-5p:miRNA	miRNA	2	4	1	1	H2	1	0	High dose
MIMAT0022312:NA:miR-356b-3p:miRNA	miRNA	2	18	1	1	H2	1	0	High dose
MIMAT0031891:NA:miR-254-5p:miRNA	miRNA	2	6	1	1	H2	0	1	High dose
MIMAT0031891:NA:miR-254-5p:miRNA	miRNA	2	12	1	1	H2	0	1	High dose
MIMAT0032016:NA:miR-789-5p:miRNA	miRNA	2	18	1	1	H2	1	0	High dose
MIMAT0032017:NA:miR-789-2-5p:miRNA	miRNA	2	2	3	1	H2	1	0	High dose
MIMAT0032017:NA:miR-789-2-5p:miRNA	miRNA	2	18	1	1	H2	1	0	High dose
MIMAT0032034:NA:miR-1821-5p:miRNA	miRNA	2	16	1	1	H2	0	1	High dose
MIMAT0032794:NA:miR-8190-3p:miRNA	miRNA	2	4	1	1	H2	1	0	High dose
MIMAT0032794:NA:miR-8190-3p:miRNA	miRNA	2	8	3	1	H2	1	0	High dose
MIMAT0032794:NA:miR-8190-3p:miRNA	miRNA	1	14	7	0	H2	1	0	High dose
MIMAT0032795:NA:miR-8191-5p:miRNA	miRNA	2	14	1	1	H2	0	1	High dose
MIMAT0032797:NA:miR-8192-5p:miRNA	miRNA	2	16	3	1	H2	1	0	High dose
MIMAT0032799:NA:miR-8193-5p:miRNA	miRNA	2	10	1	1	H2	0	1	High dose
MIMAT0032804:NA:miR-8195-3p:miRNA	miRNA	2	8	1	1	H2	0	1	High dose
MIMAT0032804:NA:miR-8195-3p:miRNA	miRNA	2	14	1	1	H2	0	1	High dose
MIMAT0032804:NA:miR-8195-3p:miRNA	miRNA	1	20	1	0	H2	0	1	High dose
MIMAT0032806:NA:miR-8196a-3p:miRNA	miRNA	2	12	1	1	H2	0	1	High dose
MIMAT0032806:NA:miR-8196a-3p:miRNA	miRNA	2	18	1	1	H2	0	1	High dose
MIMAT0032811:NA:miR-8199-5p:miRNA	miRNA	2	6	1	1	H2	1	0	High dose
MIMAT0032815:NA:miR-8201-5p:miRNA	miRNA	2	6	1	1	H2	1	0	High dose
MIMAT0032815:NA:miR-8201-5p:miRNA	miRNA	1	20	1	0	H2	1	0	High dose
MIMAT0032820:NA:miR-8203-3p:miRNA	miRNA	2	6	5	1	H2	1	0	High dose
MIMAT0032820:NA:miR-8203-3p:miRNA	miRNA	2	14	3	1	H2	1	0	High dose
MIMAT0032820:NA:miR-8203-3p:miRNA	miRNA	1	20	1	0	H2	1	0	High dose
MIMAT0032821:NA:miR-4810b-5p:miRNA	miRNA	1	20	1	0	H2	0	1	High dose
MIMAT0032822:NA:miR-4810b-3p:miRNA	miRNA	2	2	1	1	H2	0	1	High dose
MIMAT0032822:NA:miR-4810b-3p:miRNA	miRNA	2	10	1	1	H2	0	1	High dose
MIMAT0032822:NA:miR-4810b-3p:miRNA	miRNA	2	18	1	1	H2	0	1	High dose
MIMAT0032823:NA:miR-8204-5p:miRNA	miRNA	2	12	1	1	H2	0	1	High dose
MIMAT0032826:NA:miR-8196b-3p:miRNA	miRNA	2	16	1	1	H2	1	0	High dose
MIMAT0032826:NA:miR-8196b-3p:miRNA	miRNA	1	20	1	0	H2	1	0	High dose
MIMAT0032827:NA:miR-8205-5p:miRNA	miRNA	2	2	3	1	H2	0	1	High dose
MIMAT0032827:NA:miR-8205-5p:miRNA	miRNA	2	8	3	1	H2	0	1	High dose
MIMAT0032827:NA:miR-8205-5p:miRNA	miRNA	2	14	3	1	H2	0	1	High dose
MIMAT0032827:NA:miR-8205-5p:miRNA	miRNA	1	20	1	0	H2	0	1	High dose
MIMAT0032833:NA:miR-8208-5p:miRNA	miRNA	1	2	19	0	H2	1	0	High dose
MIMAT0032837:NA:miR-8210-5p:miRNA	miRNA	2	4	1	1	H2	1	0	High dose
MIMAT0032840:NA:miR-2217b-3p:miRNA	miRNA	2	4	1	1	H2	0	1	High dose
MIMAT0032840_1:NA:miR-2217b-3p:miRNA	miRNA	2	4	1	1	H2	0	1	High dose
MIMAT0032840_2:NA:miR-2217b-3p:miRNA	miRNA	2	4	1	1	H2	0	1	High dose
MIMAT0032840_3:NA:miR-2217b-3p:miRNA	miRNA	2	4	1	1	H2	0	1	High dose
MIMAT0032843:NA:miR-8211-3p:miRNA	miRNA	2	4	3	1	H2	1	0	High dose
MIMAT0032843:NA:miR-8211-3p:miRNA	miRNA	2	18	1	1	H2	1	0	High dose
MIMAT0032845:NA:miR-8212-3p:miRNA	miRNA	2	18	1	1	H2	1	0	High dose
MIMAT0049028:NA:miR-12134:miRNA	miRNA	2	10	3	1	H2	0	1	High dose
MIMAT0049028:NA:miR-12134:miRNA	miRNA	2	16	1	1	H2	0	1	High dose
