V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21
24,63620294	37,66040886	32,07169193	52,25749015	52,91049183	37,20865872	73,23445338	21,72149275	64,96309932	30,66255525	38,66001438	46,79806691	81,78865799	79,32633945	123,0447893	59,95007226	42,22848319	61,96875933	42,73082696	25,88963684	48,03604949
35,19457562	26,79682938	45,90653942	60,01850354	56,16652209	52,09212221	59,32917742	38,83539614	31,33514203	44,49076645	29,98123564	60,0575192	97,51724606	59,81986253	114,2558758	97,91845136	31,02500806	74,6802997	34,51336024	49,27382496	76,50185659
260,4398596	220,1685441	230,7904105	251,4568338	167,6855587	291,1577545	165,9362931	171,7972609	154,3828949	213,4354336	202,7678305	376,7244386	309,8531851	435,6446511	362,1032372	589,5090439	117,205586	255,8197501	294,1853087	282,2805566	343,3687982
190,0507084	167,299124	124,5136275	166,6030874	83,84277935	208,3684888	124,2204652	113,2150531	86,36270851	150,3066434	123,0808621	287,0281437	220,200233	399,2325608	402,5322394	555,5373363	31,88681383	109,6370357	198,8626947	172,0408126	284,658071
37,83416879	26,79682938	25,78312488	32,07885534	22,79221186	23,2554117	25,02949673	21,72149275	22,16388095	18,03679721	13,41265805	28,85880793	58,19577588	63,72115792	147,6537472	73,93842246	27,57778494	19,86178184	19,72192013	47,60352581	120,9796802
64,23010051	34,0392157	27,669695	33,63105802	33,37431023	34,41800932	54,69408544	40,81007729	47,38484892	22,24538322	26,8253161	28,85880793	17,30144688	49,41640818	77,34243901	57,95173652	56,87918144	30,18990839	19,72192013	33,40598302	46,25693654
58,07104978	34,76345433	38,36025897	40,35726962	26,04824213	33,48779285	32,4456439	35,54426087	35,92077257	22,8466098	20,51347702	38,21842131	58,19577588	59,81986253	45,70235032	53,95506504	25,85417338	27,0120233	21,36541348	33,40598302	49,81516243
41,35362636	42,00584065	59,11253022	36,21806248	35,00232536	41,85974106	35,2266991	40,81007729	55,02756649	30,66255525	35,50409484	47,57803469	34,60289376	52,01727177	66,79574278	103,9134586	28,43959072	38,9290924	39,44384027	68,4822652	49,81516243
22,87647415	15,20901127	127,657911	23,80044106	13,83812863	40,9295246	38,93477268	34,88603382	12,22834811	34,2699147	31,55919541	22,61906567	22,0200233	62,42072612	52,73348114	65,94507949	9,479863573	7,150241461	59,1657604	52,61442326	8,89556472
11,43823708	15,20901127	9,432850567	18,62643213	4,884045399	10,23238115	25,95651512	8,556951691	8,406989324	9,619625178	7,100818968	17,1592912	9,437152845	7,802590765	22,85117516	13,98835019	13,78889247	3,177885094	13,14794676	12,52724363	12,45379061
21,11674537	23,17563622	25,15426818	24,83524284	4,884045399	14,88346349	41,71582788	11,1898599	12,99261986	18,03679721	6,311839083	24,17900124	25,16574092	20,80690871	35,15565409	9,991678711	18,95972715	10,32812655	11,50445341	21,71388897	14,23290355
5,279186343	11,58781811	1,886570113	5,691409818	0,814007567	6,511515276	14,83229436	10,53163285	5,349902297	5,411039163	3,944899427	10,13958116	26,73859973	23,4077723	17,57782705	3,996671484	8,618057793	3,177885094	6,573973378	7,516346181	14,23290355
0,879864391	5,069670424	4,401996931	2,06960357	6,512060532	6,511515276	11,12422077	1,974681159	4,585630541	2,404906294	2,366939656	3,899838909	3,145717615	11,70388615	0	7,993342968	1,723611559	0	6,573973378	2,505448727	1,779112944
0	0,724238632	0,628856704	3,104405355	0,814007567	9,302164681	5,562110384	0	1,528543514	2,404906294	3,944899427	0,779967782	9,437152845	9,10302256	0	0	2,585417338	2,38341382	1,643493345	0,835149576	5,337338832
0	7,242386319	2,515426818	3,621806248	0	5,581298808	2,781055192	1,974681159	6,878445811	1,803679721	3,155919541	0	4,718576422	3,901295383	0	5,995007226	6,894446235	0	4,930480034	0,835149576	0
3,519457562	4,345431792	1,886570113	4,139207141	0	0,930216468	1,854036795	0,658227053	0,764271757	3,006132868	1,577959771	1,559935564	1,572858807	1,300431794	0	1,998335742	4,309028897	1,588942547	1,643493345	0,835149576	3,558225888
0	2,172715896	0,628856704	1,034801785	0,814007567	0	1,854036795	1,316454106	1,528543514	0,601226574	0	0	6,29143523	0	0	0	0	0	3,286986689	2,505448727	0
0,879864391	0	0,628856704	0	0	0	0	0,658227053	0	0,601226574	0,788979885	0	0	2,600863588	0	1,998335742	0	2,38341382	0	0,835149576	1,779112944
