V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21
36,50146783	51,83798175	557,5500579	1206,614922	598,007216	327,0616556	464,8133618	11,8125993	57,1032563	46,67532311	317,4961097	462,0003224	80,03224992	181,1841137	327,3317278	320,4615646	257,0104698	1536,364226	78,42407528	67,01149162	78,05168841
23,29880925	12,5414472	226,0579562	417,2406738	273,3747273	114,7009814	131,8379717	5,906299651	21,75362145	21,78181745	71,59226002	193,9621607	32,80010242	88,8386622	112,4044801	163,1048771	161,6678762	672,0632301	24,88456235	22,33716387	38,73241681
13,59097206	19,23021904	301,1127717	326,0013127	146,1795417	99,62599528	101,4138244	8,859449476	22,66002234	12,44675283	99,60662264	124,7595807	26,89608399	51,43290969	82,7593425	97,00069781	69,43428015	489,0528768	9,80300941	19,42362076	18,1924988
22,52218228	27,59118383	456,5834609	305,4980855	148,0779773	100,9368636	245,0834089	6,644587107	32,63043217	21,0038954	133,8463992	138,4051599	40,01612496	75,98043477	88,93541284	102,7488873	116,0692444	661,2979152	51,27727999	43,70314671	29,34274
24,8520632	10,03315776	57,18462132	120,9690406	49,35932576	48,50212928	267,0564042	17,71889895	29,0048286	10,11298667	112,0574505	86,74689598	25,58407989	61,95327758	64,2311315	54,60780025	136,7958952	193,7756682	57,30990117	39,81842256	15,8450796
15,5325395	10,86925424	323,4505144	85,08839294	83,53116667	25,561933	131,8379717	2,214862369	31,72403128	16,33636309	80,93038089	57,50636925	20,99206555	40,9125418	80,28891437	34,489137	58,03462222	186,0861575	21,86825176	67,01149162	15,2582248
19,80398786	29,26337679	115,2627524	347,5297013	252,4919356	114,7009814	123,3868197	8,121162019	29,91122949	34,22857028	96,49391568	162,7722655	28,20808809	67,79792641	109,934052	270,1649065	76,68860793	2177,669414	31,67126117	47,58787086	31,6901592
14,36759904	25,08289439	44,67548541	160,9503336	195,5388674	60,95537869	81,13105951	3,691437282	29,91122949	26,44934976	62,25413915	73,10131684	16,40005121	43,25040133	93,87626911	81,19317669	55,96195714	521,3488215	30,16310588	29,13543114	18,7793536
8,931210213	19,23021904	54,5040922	137,3716223	89,22647349	38,67061659	60,84829463	3,691437282	18,12801787	67,67921851	71,59226002	55,5570008	12,46403892	28,05431438	53,11420489	44,54846863	35,23530635	250,6780469	13,57339764	51,47259501	34,6244332
11,64940463	29,26337679	109,9016941	118,9187178	68,34368182	56,36733943	37,18506894	53,89498431	53,47765273	10,11298667	46,69060436	46,78484278	24,27207579	49,09505016	54,34941896	76,16351088	36,27163889	530,5762343	18,09786353	32,04897425	41,07983601
8,542896725	55,18236767	58,97164074	101,4909747	94,92178031	34,08257733	16,90230406	36,91437282	30,81763039	11,66883078	12,45082783	44,83547433	9,184028679	37,4057525	70,40720183	38,80027913	21,76298333	219,9200044	8,294854116	28,1642501	23,474192
17,47410694	11,70535072	89,35097082	134,2961383	165,1638977	70,78689138	76,06036829	14,76574913	45,32004469	26,44934976	161,8607618	69,20257994	28,86409013	58,44648829	161,8130428	104,9044584	75,65227539	316,8078384	25,63864	37,87606048	20,539918
6,989642775	30,93556975	70,58726695	88,16387702	26,57809849	58,33364197	21,97299528	6,644587107	14,5024143	16,33636309	21,7889487	72,12663261	9,184028679	25,71645485	55,58463302	144,4232612	24,87198095	1061,152469	17,34378588	9,71181038	15,2582248
