WB	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Dif.exp	delabel
C25G4.2	1796,885948	0,534553503	0,189351367	2,823077075	0,004756514	0,665601658	NO	
ubc-19	1174,191601	0,456290852	0,161650846	2,822693867	0,004762202	0,665601658	NO	
mtpn-1	1114,137985	0,718427774	0,254725465	2,820400285	0,004796378	0,665601658	NO	
Y82E9BR.14	3784,62505	0,444400778	0,157670311	2,818544437	0,004824193	0,665601658	NO	
iff-1	6443,746385	0,799731074	0,284113257	2,814831958	0,004880275	0,665601658	NO	
Y39A1A.3	2185,07302	0,503191098	0,17885753	2,813362673	0,004902632	0,665601658	NO	
dhs-25	1870,678233	0,414629534	0,147613449	2,808887241	0,004971306	0,665601658	NO	
nlp-17	204,0528016	0,824635062	0,2937801	2,806980669	0,005000824	0,665601658	NO	
K02E2.8	194,7305708	0,721268736	0,257163189	2,804712205	0,005036152	0,665601658	NO	
Y105C5A.12	90,99423804	0,981262759	0,349871049	2,8046412	0,005037262	0,665601658	NO	
allo-1	5428,824609	0,175082712	0,062427624	2,804571131	0,005038357	0,665601658	NO	
F53B6.13	107,8144699	0,489698127	0,174658523	2,803745948	0,005051269	0,665601658	NO	
T05G5.17	1598,557187	0,824343846	0,294248418	2,801523454	0,005086194	0,665601658	NO	
cyn-6	12171,88289	0,649714431	0,231942688	2,801185231	0,005091528	0,665601658	NO	
Y81B9A.2	23,9189613	0,99419759	0,355081543	2,799913459	0,005111631	0,665601658	NO	
rev-3	826,0053265	0,332860436	0,118910716	2,799246755	0,005122198	0,665601658	NO	
